IFSC Code,Bank ID,Bank Name,Regex,Bank Name
CBIN0281210,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281211,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281212,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281213,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281214,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281215,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281216,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281217,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281218,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281219,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281220,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281221,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281222,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281223,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281224,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281225,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281226,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281227,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281228,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281229,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281230,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281231,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281232,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281233,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281234,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281235,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281236,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281237,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281238,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281239,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281240,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281241,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281242,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281244,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281245,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281246,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281247,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281248,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281249,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281250,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281251,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281252,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281253,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281254,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281255,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281256,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281257,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281258,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281259,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281260,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281261,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281262,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281263,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281265,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281266,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281267,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281268,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281269,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281270,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281271,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281272,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281273,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281274,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281275,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281276,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281277,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281278,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281279,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281280,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281281,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281282,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281283,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281284,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281285,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281286,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281287,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281288,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281289,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281290,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281291,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281292,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281293,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281294,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281295,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281296,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281297,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281298,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281299,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281300,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281301,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281302,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281303,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281304,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281305,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281306,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281307,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281308,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281309,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281310,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281311,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281312,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281313,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281314,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281315,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281316,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281317,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281318,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281319,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281320,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281321,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281322,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281323,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281324,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281325,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281326,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281327,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281328,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281329,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281330,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281331,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281332,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281333,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281334,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281335,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281336,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281337,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281338,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281339,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281340,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281341,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281342,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281343,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281344,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281345,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281346,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281347,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281348,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281349,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281350,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281351,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281352,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281353,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281354,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281355,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281356,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281357,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281358,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281359,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281360,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281361,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281362,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281363,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281364,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281365,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281366,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281367,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281368,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281369,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281370,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281371,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281372,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281373,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281374,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281375,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281376,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281377,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281378,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281379,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281380,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281381,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281382,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281383,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281384,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281385,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281386,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281387,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281388,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281389,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281390,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281391,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281392,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281393,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281394,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281395,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281396,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281397,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281398,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281399,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281400,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281401,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281402,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281403,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281404,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281405,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281406,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281407,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281408,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281409,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281410,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281411,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281412,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281413,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281414,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281415,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281416,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281417,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281418,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281419,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281420,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281421,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281422,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281423,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281424,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281425,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281426,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281427,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281428,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281429,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281430,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281431,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281432,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281433,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281434,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281435,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281436,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281437,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281438,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281439,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281440,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281441,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281442,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281443,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281444,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281445,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281446,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281447,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281448,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281449,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281450,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281451,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281452,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281453,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281454,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281455,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281457,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281458,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281459,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281460,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281461,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281462,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281463,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281464,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281465,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281466,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281467,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281468,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281469,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281470,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281471,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281472,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281473,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281474,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281475,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281476,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281477,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281478,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281479,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281480,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281481,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281482,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281483,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281484,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281486,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281487,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281488,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281489,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281490,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281491,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281492,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281493,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281494,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281495,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281496,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281497,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281498,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281499,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281500,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281501,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281502,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281503,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281504,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281505,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281506,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281507,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281508,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281509,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281510,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281511,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281512,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281513,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281514,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281515,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281516,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281517,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281518,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281519,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281520,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281521,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281522,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281523,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281524,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281525,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281526,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281527,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281528,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281529,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281530,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281531,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281532,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281533,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281534,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281535,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281536,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281537,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281539,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281540,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281541,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281542,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281543,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281544,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281545,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281546,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281547,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281548,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281549,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281550,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281551,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281552,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281553,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281554,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281555,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281556,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281557,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281558,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281559,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281560,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281561,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281562,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281563,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281564,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281565,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281566,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281567,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281568,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281569,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281570,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281571,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281572,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281573,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281574,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281575,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281576,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281577,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281578,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281579,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281580,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281581,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281582,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281583,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281584,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281585,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281586,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281587,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281588,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281589,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281590,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281591,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281592,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281593,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281594,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281595,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281596,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281597,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281598,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281599,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281600,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281601,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281602,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281603,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281604,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281605,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281606,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281607,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281608,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281609,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281611,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281612,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281613,4,Central Bank of India,^CBIN001[0-9]{4}$,
CBIN0281614,4,Central Bank of India,^CBIN001[0-9]{4}$,
